Original,Decoded,correct_token_length,original_token_length,match_ratio
Next question: when is the next kong movie coming out?,Next question: when is the next big movie coming out?,11,12,0.9166666666666666
"Create a multiple-choice question about a given painting. Include the painting's title, artist name, and three possible years of creation.","Create a picture of a person with the given name. include three possible names, a picture, and a description. Include the name, age, and gender of the person.",2,25,0.08
Compose a brief backstory for a character in a fantasy novel. The character should be a skilled archer who is haunted by a past mistake.,Assume you are a detective investigating a crime scene. Compose a brief investigation involving a suspect who is caught in a murder case. The suspect is a young man who has been caught cheating on a crime and is not being prosecuted.,0,27,0.0
"This is some data: Anderson, Indiana, isPartOf, Fall Creek Township, Madison County, Indiana; Madison County, Indiana, country, United States; Anderson, Indiana, areaTotal, 107.43 (square kilometres); Anderson, Indiana, populationDensity, 523.9 (inhabitants per square kilometre); Anderson, Indiana, isPartOf, Madison County, Indiana. Generate a detailed description of this data","Generate a sentence that describes the following data: Atlanta, isPartOf, Atlanta; Atlanta, isPartOf, Atlanta; Atlanta, isPartOf, Atlanta; Atlanta, isPartOf, Atlanta; Atlanta, isPartOf, Atlanta; Atlanta, isPartOf, Atlanta; Atlanta, isPartOf, Atlanta (state); Atlanta, isPartOf, Atlanta (state); Atlanta, isPartOf, Atlanta (state); Atlanta, isPartOf, Atlanta (state); Atlanta, isPartOf, Atlanta",5,74,0.06756756756756757
"Rate the following activities from least (1) to most (5) stress-relieving, and briefly explain your reasoning for each rating: gardening, meditation, playing a musical instrument, watching television, and practicing yoga.",This is some data: Blue Spice eatType restaurant; Blue Spice priceRange £20-25; Blue Spice customer rating high; Blue Spice area riverside; Blue Spice familyFriendly yes. Generate a detailed description of this data,0,41,0.0
"To make the pairs have the same analogy, write the fourth word: ""Paddle : Kayak:: Handlebar :""","To make the pairs have the same analogy, write the fourth word: ""Pizza : Toaster :: Toaster :""",20,23,0.8695652173913043
"Task: Classify whether the news article is about sports, politics, business, entertainment, science, or health. The Golden State Warriors have won the NBA championship for the second year in a row.","Task: Classify whether the article is about politics, sports, business, science, entertainment, or health. The Golden State Warriors have won the NBA championship for the second year in a row.",5,39,0.1282051282051282
What are the topics in the sentence: politician greets the players and leadership prior to an event to welcome,What are the topics in the sentence: an event that brings together the people and events to bring together the crowds to celebrate,8,20,0.4
Answer the following question. The Tan Hill Inn in North Yorkshire has what distinction?,Answer the following question. In what European country have the British flags been adopted?,6,16,0.375
"Listen to the song and answer the question. If the question cannot be answered, say ""unanswerable"". In Taylor Swift's song ""Shake it Off,"" what's the next line after ""And the haters gonna hate, hate, hate...""?","Listen to the song and answer the question. If the question is unanswerable, say ""unanswerable"". If the question is unanswerable, say ""unanswerable"". If the answer is unanswerable, say ""unanswerable"". ""Song: ""Song: """"I'll be the first to say, """"I'll be the first to say, ""'I'll be the first to say, ""'I'll be the first to say, ""'No,''",13,53,0.24528301886792453
"The word ""remember"" has multiple meanings. Does it have the same meaning in sentences 1 and 2? Yes or no? Sentence 1: Do you remember that he once loved you? Sentence 2: I remember the concert clearly, but I can't recollect why I was there.","The word ""strike"" has multiple meanings. Does it have the same meaning in sentences 1 and 2? Yes or no? Sentence 1: I can't believe I missed my flight. Sentence 2: I'm not sure if I can strike a chord with you.",31,56,0.5535714285714286
Rate the grammaticality of the following phrase: OPTIONS: - unacceptable - acceptable,Listen to the following phrase and identify the adverb: OPTIONS: - unacceptable - acceptable,2,14,0.14285714285714285
In a greyhound race where does a dog finish if it makes ‘a show’????,When does a dog see a frog where a dog does not have a tail and where does it hide????,1,20,0.05
Describe your most memorable experience with programming. Output:,Describe your most memorable experience with programming. Output:,10,10,1.0
List the different types of Brassicaceae plants and their common uses in cooking.,List the different types of plants and their uses in plant and animal taxonomy.,5,14,0.35714285714285715
"Explain human's behavior: ""Behavior: frown.""","Explain human's behavior: ""Behavior: hug.""",10,11,0.9090909090909091
"Suppose Vice President Dick Cheney on Tuesday hurled an obscenity on the Senate floor to punctuate an angry exchange with Vermont Sen. Patrick Leahy as all senators gathered for their annual photo. Can we infer that ""Cheney cursed at Sen. Patrick Leahy.""? Yes or no?","Suppose The spokesman for the Argentine government said on Tuesday that it had agreed to a joint venture with the Argentine government to build an artificial sandcastle on the island of Cortez. Can we infer that ""Argentina is an independent country.""? Yes or no?",8,50,0.16
"What is a shorter version of this: a seminar on the protection of intellectual property rights -lrb- ipr -rrb- and an open trial of an ipr violation case will be held during the up-coming beijing third international high-tech week next month, an official source said today.","- iraqi stock market closed lower monday after an iraqi stock market report showed an increase of 5% last week -lrb- irb- irb- -rrb-, the biggest gain since the end of the year -rrb-. What is a very short summary of the above text?",1,49,0.02040816326530612
What city was woodstock held in?,What was largest city in Europe built?,1,7,0.14285714285714285
- Is trapped - Plant also takes in water and carbon dioxide from the environment - The plant forms glucose - The plant releases oxygen into the atmosphere. What might be the first step of the process?,- The plant absorbs water and oxygen from the soil - The water turns into ice - The ice crystals are formed in the process - The ice crystals are then turned into powder. What might be the first step of the process? The answer to this question is:,1,39,0.02564102564102564
"Q:Polly didn't know her way around, so she navigated by landmark. She used statues, stores, and distinctive building. Where might she be? - countryside - national park - map - neighbourhood - city The best answer is A:","Q:Here's a question: She was a little nervous, but she knew she could do it. She sat down and talked, and she felt comfortable. Where might she be? Among the 4 following options, which is the correct answer? - school - school - library - library - library A:",3,48,0.0625
Describe an object in detail without revealing what it is.,Describe what an object is without a dictionary in it.,3,11,0.2727272727272727
What is the sentiment of the following movie review sentence? is ultimately quite unengaging. OPTIONS: - negative - positive,What is the sentiment of the following movie review sentence? is incredibly well-made. OPTIONS: - negative - positive,12,22,0.5454545454545454
"What is the meaning of the idiom ""to give someone a taste of their own medicine""?","What is the meaning of the idiom ""to give someone the gift of a cup of tea""?",12,19,0.631578947368421
Clean your bathroom exhaust fan Turn on your exhaust fan. Use a can of compressed air to clean the fan grill and force the dust up into the exhaust pipe. Does this phrase make sense?,"Does this phrase make sense? Put a bucket of water on the stove. Pour the water into the pot and turn it on. Use a screwdriver to turn the water into a bucket. Then, pour the water into the pot and turn it on. Answer with Yes or No",1,38,0.02631578947368421
Answer the following question. In which TV show would you find a group of freedom fighters in their spaceship called the Liberator?,Answer the following question. The famous artist who created the famous spaceship in a spaceship would have a show in which city?,6,24,0.25
What's an example of a movie review?,What's an example of a movie review?,9,9,1.0
"US Politics Read an article about the history of the Republican and Democratic parties and answer the following question: ""What are the major differences between the Republican and Democratic parties?""","Read the following article and answer the question: ""What are the major differences between the US and China regarding the economic and political climates?"" Read this article and answer the question: ""What are the major differences between the US and China's economic and political climates?""",2,34,0.058823529411764705
What information can you gather from this data: The Bistro eatType restaurant; The Bistro priceRange expensive; The Bistro customer rating 4 out of 5; The Bistro near Beach.,"Data: name = The Golden Curry, food = Indian, customer rating = 5 out of 5, area = riverside, familyFriendly = yes. Can you generate a sentence about this data?",0,33,0.0
"Write a sentence based on ""engineered corn found in more tacos""","Write a sentence based on ""sweden to use oil in sweden""",7,13,0.5384615384615384
How can you create a weekly budget?,How can you create a budget for yourself?,5,8,0.625
Answer the following question: I heard that Cameron divided the athletes into different classes to get better evaluation. And I was wondering Why did he need better evaluation? Answer:,I heard that Cameron got the wrong information to make the decision. Cameron analyzed the data to make better decisions. And I was wondering Why did Cameron do this? Answer:,1,33,0.030303030303030304
"If you could have a conversation with any historical figure, who would it be and what would you ask them?","If you could have a flower with any flower, who would it be and what would you say?",7,22,0.3181818181818182
Write a yelp review for a pizza place that messed up your order.,Write a yelp review for a snooze spot.,6,14,0.42857142857142855
"Are the questions ""How did Albus Dumbledore get the elder wand?"" and ""How did Dumbledore gain the most powerful wand?"" asking the same thing?","Are the questions ""How many X-rays were made from the same X-rays?"" and ""How many X-rays were made from the same X-rays?"" asking the same thing?",5,31,0.16129032258064516
Task: Is there any way i can improve my life? how?,Task: Is there any way i can improve my life? how can it be improved?,13,14,0.9285714285714286
"Rank these universities by their global ranking: ""Harvard, Oxford, Cambridge, Stanford, MIT""","Rank these cities by their population: ""New York, Chicago, Los Angeles, Chicago, Los Angeles, San Francisco""",6,19,0.3157894736842105
Sentence from a music review: an excellent showcase of the band's versatility Was the album reviewed positively or negatively based on the preceding sentence? OPTIONS: - negative - positive,Sentence from a music review: the lyrics are an eerie and the music is an all-around delight Was the music seen positively or negatively based on the preceding review? OPTIONS: - negative - positive,6,33,0.18181818181818182
Task: Explain how do you think would be the output of this program. Input: def g(x): return x * 2 Output:,"Task: Explain how do you think this program would work. output 1 - 2 for each category (e.g., if you have 2 = 0) Input: def is_prime(x): return x * 2 Output:",8,29,0.27586206896551724
Write a dialog about anything you want,Write a dialog about anything you want,7,7,1.0
"Do you think the right answer to the question ""which animal's habitat protect it from wild fires?"" is ""humans"", given that moles are often protected from wild fires?","Do you think the right answer to the question ""what is the animal that feeds on other animals' food?"" is ""snakes"", given that animal feeds on other animals' food?",10,36,0.2777777777777778
Solve -6*q + 88931 = 89045 for q. Solve this problem.,Solve 8*q + 9 = 0 for q. Solve this problem.,12,15,0.8
What is the potential impact of biotechnology on healthcare?,What is the impact of radiation on global health?,4,10,0.4
"Question: Here's a complex question that requires someone to reason about the input, can you answer it? What was the population in 2010 of the community situated at exit 70 on Interstate 495? Answer:","Question: Here's a complex question that requires someone to reason about the input, can you answer it? What was the population of the city that the infamous ""Titanic"" in 1876 ranked in the top 50 in the world? Answer:",25,40,0.625
What is the purpose of a storyboard in the filmmaking process?,What is the purpose of a film script in the story process?,6,12,0.5
What is the significance of the color yellow in Japanese culture?,What is the significance of the color green in Japanese culture?,11,12,0.9166666666666666
How would one describe the sentiment of this tweet? Hey @jonasbrothers *type your question here* #jonasliveonfb PLEAS MAKE ANOTHER DATE FOR MONTERREY!!!!!!!!!!!!! PLEAS OPTIONS: - negative - positive,How would one describe the sentiment of this tweet? @StayinFox YES! YES! YES! YES! YES! YES! YES! YES! YES! YES! YES! YES! YES! YES! OPTIONS: - negative - positive,17,47,0.3617021276595745
"With the NFL season in full swing, it's important to keep track of injuries. Which quarterback is out for the season with a torn ACL: Player A or Player B?","A team of football players, including the team's head coach, is in a game to play their final game of the season. Which team, in the same league as the team's head coach, is in a game to play their final game of the season?",1,35,0.02857142857142857
What are some ways to strengthen and improve communication in a marriage?,What are some ways to improve communication and communication in a relationship?,9,13,0.6923076923076923
one of the most incoherent features in recent memory. How does the reviewer feel about the movie?,a very moving and ingenious film. How does the reviewer feel about the movie?,0,19,0.0
"Define the term ""musique concrète"" and name a musician associated with it.","Identify the main characters in the novel ""The Catcher in the Rye"".",2,15,0.13333333333333333
"Review: after sitting through this sloppy, made-for-movie comedy special, it makes me wonder if lawrence hates criticism so much that he refuses to evaluate his own work. Is this movie review sentence negative or positive? OPTIONS: - negative - positive","Is the sentiment of the following sentence positive or negative? a sluggish film that's a bit too stale and uninspired for what it is, but it's a powerful film that's made me feel like a little bit like a sluggish film that's made me feel like a little bit like a little bit like a little bit like a little bit like a little bit like a little bit like a little bit like... OP OP OPTIONS",0,46,0.0
Math Problem Solve 11*c = 8*c - 6 for c.,Math Problem Solve 6*c - 8*c = 8*c for c.,9,15,0.6
"Generate a sentence that describes the following data: Acta Palaeontologica Polonica, LCCN number, 60040714; Acta Palaeontologica Polonica, abbreviation, ""Acta Palaeontol. Pol.""; Acta Palaeontologica Polonica, academicDiscipline, Paleobiology","Generate a sentence that describes the following data: A.E Dimitra Efxeinoupolis, location, Greece; Greece, leader, Pietro Grasso; Greece, demonym, Greeks; Greece, leader, Alexis Tsipras; Greece, leader, Pietro Grasso",10,39,0.2564102564102564
What are some common rituals and practices within the religion of Sikhism?,What are some common rituals and rituals within the Hindu community's culture?,8,13,0.6153846153846154
"What are some traditional Burmese games, and how are they played?","What are some popular board games, and how are they played?",11,13,0.8461538461538461
Write a sentence that includes a proper noun.,Write a sentence that contains a noun.,5,9,0.5555555555555556
What is the current state of research in cognitive psychology?,What is the current state of research in neuroscience research?,9,11,0.8181818181818182
Explain the characteristics of Bryopsida.,Explain the characteristics of the Acrididae moth.,4,6,0.6666666666666666
What are the customs and traditions associated with Japanese nobility that still exist today?,What are the traditional Japanese dishes that have been adapted to meet the needs of today’s modern-day Japanese people and have no traditional dishes?,3,15,0.2
Generate a context and a hypothesis.,Generate a context and a hypothesis.,7,7,1.0
"Explain the process of osmosis in your own words, step by step.","Explain the process of mitosis, step by step, in your own words.",5,14,0.35714285714285715
What term refers to a group of stars that forms a recognizable pattern in the sky? - galaxy - asteroid - nebula - constellation - planet The best answer is,What is the result of a typhoon? - It lands in an area - It erupts in the sky - It erupts in a circle - It erupts in the atmosphere - It erupts in the atmosphere What might be the last step of the process? A:,1,31,0.03225806451612903
"What is the best way to: How to start a business. OPTIONS: - Develop a business plan, research competitors, choose a suitable name, obtain necessary licenses and permits, and secure funding. - Quit your job and decide to open a business with no planning or preparation whatsoever.","Develop a business plan. Develop a business plan, including a business plan, a business plan, and a business plan to get started. Develop a business plan, including a business plan, a business plan, and a business plan to get started. What is the best way to start a business? OPTIONS: - Research and write the business plan. - Research and write the business plan.",1,56,0.017857142857142856
What is the purpose of fouling?,What is the name of the largest desert in the world?,4,7,0.5714285714285714
What is the process for joining a speedway league?,What is the process for setting up a home network?,5,10,0.5
"Here is some data about a restaurant: name = Alimentum, eatType = restaurant, food = Japanese, priceRange = less than £20, area = riverside, familyFriendly = yes. Write a sentence that includes the following data about a restaurant","Here is some data about a restaurant: name = Alimentum, eatType = restaurant, food = Japanese, priceRange = less than £20, area = riverside, familyFriendly = yes. Write a sentence that includes the following data about a restaurant",45,45,1.0
"Given a set of numbers, determine whether it contains only prime numbers. Input: [1, 2, 4, 6, 8, 9] Output:","Given an array of numbers, find out how many times each number appears in the array. Input: [1, 2, 3, 4, 5] Output:",7,31,0.22580645161290322
What is the probability of rolling two 4s?,What is the probability of two being 4?,6,9,0.6666666666666666
Identify three famous 17th-century paintings and describe their unique features.,Identify three famous 18th-century paintings and describe their unique features.,10,11,0.9090909090909091
"Complete the lyrics: ""She said goodbye too many times before, and her heart is breaking in front of me""","Complete the lyrics: ""She is so beautiful and so beautiful, she is so beautiful in every aspect of her life"" and ""She is so beautiful in every aspect of her life""",8,23,0.34782608695652173
"You are given a dialogue between two people. output their relationship status. here is an example: Dialogue: - Agent: Hi, how can I help you? - Customer: I am looking for a new pair of shoes.",You are given a conversation between two people. you need to tell them how they are doing. output one of them. Person A: I am a man. Person B: I have an affair with my girlfriend. Person C: I have a lot of money. Person A: I can do anything. Person B: I can do anything. Output:,10,45,0.2222222222222222
"How would you rate this review on a scale of 1-5? ""The game has great graphics and responsive controls, but some of the levels are too difficult.""","How would you rate this review on a scale of 1-5 (with 1 being least favorable and 5 being most favorable)? ""The game is very addictive, but the graphics are great and the gameplay is great.""",11,32,0.34375
"What could cause the error ""SyntaxError: unexpected EOF while parsing"" when running Python code?","What code could be used to generate a random boolean string using the python class ""Hello World""?",1,18,0.05555555555555555
"Classify the given emotion as positive, negative or neutral and provide a brief explanation for your choice.","Classify the given situation as positive, negative, or neutral, and provide a brief explanation for your choice.",7,19,0.3684210526315789
"Reminder: Please submit your monthly expense reports by Friday, November 26th.",Please capitalize where necessary: your cvs file extension expires at midnight today.,1,14,0.07142857142857142
"Are the following two sentences ""equivalent"" or ""not equivalent""? French Foreign Minister Dominique de Villepin was scheduled to arrive Sharm el-Sheikh on Wednesday. The French Foreign Minister, Dominique de Villepin, is also expected to attend.","Are the following two sentences ""equivalent"" or ""not equivalent""? The Argentine president was criticized for his handling of the Cuban Missile Crisis. The Argentine president was criticized for his handling of Cuban Missile Crisis, and criticized for handling it.",14,44,0.3181818181818182
Write a code to print the first 6 digits of Pi.,Write a code to print the first 10 digits of a first 10 digit number.,9,12,0.75
"As a political advisor, help a candidate formulate a response to this comment from an opponent: 'Your policy on immigration lacks empathy and ignores the benefits immigrants bring to our country.'","As a political activist, write a letter to your country's president expressing your support for a new policy on immigration. As a political activist, ask your country's president to provide a statement expressing your support for immigration reform, addressing the issue of immigration and promoting it to all citizens.",8,35,0.22857142857142856
The Earth turns. He turned traitor. Question: Is the word 'turn' used in the same sense in the two sentences above?,He wore a suit. The wind was blowing. Question: Is the word 'wind' used in the same sense in the two sentences above?,0,26,0.0
What activities or exercises can I do to reduce anxiety?,What exercises can I do to reduce stress and anxiety?,3,11,0.2727272727272727
What is spinor precession?,What is precession precession?,4,5,0.8
"New survey shows majority of Americans support stricter gun control measures According to the latest survey, over 70% of Americans are in favor of stricter background checks and a ban on assault weapons.","New survey shows that a majority of Americans support the legalization of marijuana, according to a report released on Monday by the National Health Service. How many Americans are opposed to legalizing marijuana and what measures are being taken to combat it?",3,36,0.08333333333333333
"Concepts: pencil, sharpener, shavings What can you do with leftover pencil shavings?",What are some of the most popular hobbies in the United States?,0,16,0.0
The service at this restaurant is excellent - you won't be disappointed!,The service at this restaurant is terrible - don't be disappointed - this restaurant is not worth your money.,7,14,0.5
Propose a subject line for an email updating clients about new products.,Propose a subject line for an email inviting new customers.,7,13,0.5384615384615384
Summarybr>Read the following article and write a brief summary.,Read the following article and write a brief summary. ,0,12,0.0
Do these questions have the same meaning? Is globalization a good or a bad thing and why? U.S. Economy in 2015: Is the US budget deficit a good thing or a bad thing from an economics POV? OPTIONS: - no - yes,Do these questions have the same meaning? Is a good deal on a good deal on a good deal in UK? Is a good deal on a good deal in UK? OPTIONS: - no - yes,10,47,0.2127659574468085
Create a recipe for a healthy breakfast smoothie.,Create a recipe for a healthy breakfast smoothie.,9,9,1.0
Create a story around this: What is the truth behind the haunted house?,Create a story around this: What is the reason behind the man's decision to build a house?,11,15,0.7333333333333333
"I am testing my students' logic. What is the answer they should choose between ""noise away from bar"" and ""noise near bar""? Logic test: Mary is walking away from the bar on the corner. As she walks away, the music gets (A) louder (B) quieter.","I am testing my students' logic. What is the answer they should choose between ""she"" and ""she""? Logic test: As she walked down the street, the girl's feet were slightly higher than the girl's feet. As she walked down the street, the girl's feet were slightly higher. (A) more comfortable (B) less comfortable",17,60,0.2833333333333333
"Assess the grammaticality of the sentence ""Me and my friends went to the mall.""","Correct the grammatical error in the sentence ""Me and my friends went to the park.""",1,17,0.058823529411764705
"101 Helena, discoverer, James Craig Watson; James Craig Watson, nationality, Canada; James Craig Watson, deathPlace, Madison, Wisconsin What is sentence that verbalizes this data?","Atlanta, isPartOf, Georgia (U.S. state); Atlanta, country, United States; Atlanta, leader, Rahm Emanuel; Atlanta, isPartOf, Georgia (U.S. state); Atlanta, leaderTitle, Mayor of Atlanta What is sentence that verbalizes this data?",2,34,0.058823529411764705
"Tell me what type of person i am based on my personality test results. Input: Personality test result: You are outgoing and friendly. You enjoy being the center of attention, and you tend to be more energetic than most people. Output:","Tell me what kind of person you are based on your research. you should choose one of these: person A, person B, person C, and person D. Input: Research: You are the most intelligent person on Earth. You have a lot of knowledge and experience, and you are more likely to succeed than anyone else. Output:",7,48,0.14583333333333334
"The word ""spring"" has multiple meanings. Does it have the same meaning in sentences 1 and 2? Yes or no? Sentence 1: The leaves are starting to bud in the spring. Sentence 2: He sprang a surprise party on her for her birthday.","The word ""seat"" has multiple meanings. Does it have the same meaning in sentences 1 and 2? Yes or no? Sentence 1: She sat on a bench and watched the sunset. Sentence 2: She will sit on her seat next to her if she wants to.",33,52,0.6346153846153846
"What was the worst part of the movie ""Home Alone 3""?","What was the main theme of the movie ""Avatar""?",7,14,0.5
Trivia question: Which Conservative Party Club in London was damaged by an IRA bomb in 1960? And the answer is?,Trivia question: Which alcoholic drink was sold in the UK in 1994 by Coca-Cola? And the answer is?,4,23,0.17391304347826086
"Who sued the Dannon yougurt company for using a character named Ron Raider for promotion? Is this question asking for group, individual, title, description?","Who was the lead actor for the movie ""Avatar"" for a fictional character, who was filmed for a film directed by Christopher Nolan? Is this question asking for group, individual, title, description?",2,29,0.06896551724137931
Task: Can you find any examples of people who have no weakness?,Task: Can you find any examples of people who have no background in mathematics?,12,14,0.8571428571428571
"Formulate an answer to this elaborate question: Which is located in Jiangsu province, Nantong and Lishi District? A:","Formulate an answer to this elaborate question: Which is a family of plants in Ayurveda, Ayurveda, and Ayurveda? The answer to this question is:",10,22,0.45454545454545453
Are the following two questions the same? Is there a more destructive weapon than a nuclear bomb? What is more destructive than a nuclear bomb? OPTIONS: - no - yes,Are the following two questions the same? Is there a greater than a smaller than a larger than a smaller one? What is a bigger than smaller than smaller than smaller than smaller? OPTIONS: - no - yes,11,34,0.3235294117647059
Provide tips for writing inclusive and non-discriminatory job descriptions.,Provide tips for self-motivation and self-care for non-technical employees.,4,10,0.4
How have nuclear weapons influenced modern warfare?,How have nuclear weapons influenced modern warfare?,8,8,1.0
Describe an experiment for testing the Intelligence Quotient (IQ) of a person.,"Describe the behavior of a person (e.g., a person with an allergic reaction).",1,15,0.06666666666666667
"As altitude increases, air pressure decreases. Does air pressure increase or decrease as you move higher up in the earth's atmosphere?","As air pressure increases, air pressure decreases. Does air pressure increase or decrease as air pressure decreases?",1,25,0.04
How many Belarusian writers have won the Nobel Prize in Literature?,How many Oscars have been won by the Belgian writer in France?,3,12,0.25
Name five famous landmarks in Paris.,Name five famous landmarks in Paris.,7,7,1.0
Write a description of your favorite food.,Write a description of your favorite food.,8,8,1.0
a recent survey conducted by a research firm shows that a majority of consumers prefer products that are sustainably sourced and ethically produced.,a recent study found that children who eat a balanced diet and exercise regularly are more likely to have a higher risk of developing cancer.,2,24,0.08333333333333333
"On these pages we provide you with all news about DSDnet and our product Can you repeat this sentence, but add in punctuation?","We have your complete support and support with our products Can you repeat this sentence, but add in punctuation?",0,25,0.0
Argue against the statement: 'Artificial intelligence will eventually replace human workers entirely.',Argue against the statement: 'Humans will not tolerate human sexual abuse.',5,15,0.3333333333333333
"Summarize the following paragraph in one sentence: The internet has become an essential part of daily life, allowing us to stay connected with friends and family, as well as to access a vast amount of information.","Summarize the following paragraph in one sentence: As a new member of our team, we have a comprehensive set of resources and resources available to help us manage our daily lives, including time management, communication, and personal relationships. We also provide an overview of the main events and events that have occurred in our community over the years.",8,40,0.2
What are the causes and effects of deforestation?,What are the causes and effects of deforestation?,9,9,1.0
Describe what a credit card is.,Describe what a credit card is.,7,7,1.0
"Given a string variable word, write a code that checks if the word is a palindrome.","Given a string s, write a code that checks if the string is a palindrome. s = ""This is a palindrome""",3,18,0.16666666666666666
"Attributes: name = Cotto, eatType = coffee shop, food = Indian, priceRange = £20-25, customer rating = high, area = riverside, near = The Portland Arms. Produce a detailed sentence about this restaurant.","Attributes: name = Cotto, eatType = coffee shop, food = Indian, priceRange = high, customer rating = 1 out of 5, area = riverside, near = The Portland Arms. Produce a detailed sentence about this restaurant.",21,42,0.5
"Write a sentence that is about a restaurant with all the following properties: name = Browns Cambridge, eatType = restaurant, food = English, priceRange = high, customer rating = average, area = city centre","Write a sentence that is about a restaurant with all the following properties: name = The Waterman, eatType = restaurant, food = English, priceRange = high, customer rating = average, area = city centre",38,40,0.95
What challenges do Chinese Christians face in practicing their faith in modern-day China?,What challenges do Chinese activists face in their efforts to promote human rights in China?,6,14,0.42857142857142855
"Is the premise ""Woman holding helmet next to two motor scooters."" true if ""The woman is carrying two trays of food.""? OPTIONS: - yes - it is not possible to tell - no","Is the premise ""A woman is preparing to serve two burgers of food."" true if ""The woman is preparing to serve two burgers of food.""? OPTIONS: - yes - it is not possible to tell - no",5,40,0.125
Make a list of pantry staples for someone who wants to start cooking healthy meals at home.,Make a list of home improvement projects for someone who wants to start a vegetable garden. Include tips for beginners and their home decor ideas.,4,18,0.2222222222222222
"Analyze the use of foreshadowing in the film ""The Sixth Sense"".","Analyze the use of 'theme' in the film ""The Matrix"".",6,14,0.42857142857142855
Describe the process by which American judges are nominated and appointed.,Describe the American political system and explain how they are influenced by American politics.,2,12,0.16666666666666666
Ask a question about the Declaration of Independence.,Ask a question about the Declaration of Independence.,9,9,1.0
Imagine you are a language model and need to come up with a realistic dialogue between two people discussing their favorite books. Keep it short and conversational.,"Imagine you are a language model. Create a short dialogue between two people and their favorite book, where they are trying to come up with a new language and come up with their own ideas.",6,29,0.20689655172413793
What are some of the most important innovations in Church architecture during the Renaissance period?,What are some of the most important Renaissance movements in the history of architecture in the United States?,7,16,0.4375
"What's the American dollar equivalent for 8 pounds in the U.K.? Is this question asking for code, count, date, distance, price, order, period of time, percentage, speed, temperature, size, weight, other number?","What was the total number of Americans killed in the Vietnam War? Is this question asking for code, count, date, distance, price, order, period of time, percentage, speed, temperature, size, weight, other number?",37,47,0.7872340425531915
How has technology impacted youth culture?,How has technology impacted communication?,4,7,0.5714285714285714
Provide an example of a French musical term.,Provide an example of a cultural term.,5,9,0.5555555555555556
What were the influences on the early work of American graphic designer Paula Scher?,What were some of the key events that led to the American Revolutionary War on the front lines of American society?,2,15,0.13333333333333333
"@xkhaotik get him on a nivea skincare routine, nivea rocks, too bad they have limited for women here Describe the sentiment embodied by this tweet. OPTIONS: - negative - positive",@adamsaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1,35,0.02857142857142857
Solve -3*b - 35*b + 1511 = 789 for b. Solve this problem.,Solve -27*b - 7*b + 7*b = -27 for b. Solve this problem.,7,19,0.3684210526315789
Trivia question: Which country does footballer Michael Essien represent at international level? And the answer is?,Trivia question: Which country does the name Alaa Abdul-Zahra belong to? And the answer is?,6,19,0.3157894736842105
Formulate a hypothesis to explain the results of the experiment.,Formulate a hypothesis to test the validity of the argument presented.,7,11,0.6363636363636364
"Please capitalize where necessary: quality of life by economic, score, region, age and sex - statbank denmark - data and statistics accessing data...... please wait","Please capitalize where necessary: a swiss-based data center - location, swiss data center, and international data center - type of data center - type of data center - location, country of origin, swiss data center, and international data center",6,30,0.2
Explain the impact of technology on international trade.,Explain the impact of climate change on the environment.,4,9,0.4444444444444444
"Premise: ""Electricity crackled over my shin, and I fell."" If this premise is true, what does that tell us about whether it entails the hypothesis ""I was electrocuted,""? OPTIONS: - yes - it is not possible to tell - no","Premise: ""It's a bit like a slapstick, but I've been a bit of a slapstick, and I've been a bit of a slapstick."" If this premise is true, what does that tell us about whether it entails the hypothesis ""It's not like that.""? OPTIONS: - yes - it is not possible to tell - no",3,51,0.058823529411764705
Tell what kind of music is popular in your country.,Tell what kind of music is popular in your country.,11,11,1.0
Research the neighborhood before buying a house.,Start a garden before the house.,1,8,0.125
Answer the following question: where was stephen king's the stand filmed?,Answer the following question: where was the nba's last show filmed?,10,14,0.7142857142857143
"Generate a sentence, and then tell me the concepts included in that sentence.","Generate a sentence, and then tell me the concepts included in that sentence.",15,15,1.0
How did the French Revolution impact the art world?,How did the French Revolution impact the art world?,10,10,1.0
What are the various types of pasta and their characteristics?,What are the different types of seafood and their characteristics?,9,11,0.8181818181818182
How would you capitalize the following sentence to be grammatically correct? who were the ancient romans?,How would you correct the following sentence to be grammatically correct? You were the first to be born?,13,18,0.7222222222222222
Answer the question...who played the judge in hang em high??,Answer the question...who played the king in the king made you fall??,8,14,0.5714285714285714
"Based on the premise ""This crosecountry highway (La Travers??e) continues west just beyond the breezy hilltop village of Vernou."", can we conclude the hypothesis ""Vernou is located on the Eastern border of the country."" is true? OPTIONS: - yes - it is not possible to tell - no","Premise: ""The southeastern portion of the island is dominated by the southeastern portion of the island, with the eastern portion of the island being dominated by the eastern portion."" Based on this premise, can we conclude the hypothesis ""The eastern portion of the island is dominated by the western portion."" is true? OPTIONS: - yes - it is not possible to tell - no",2,62,0.03225806451612903
"What type of location does this question refer to - indoor, outdoor, natural or man-made? What is the tallest indoor waterfall in the world?","What type of weather does the Great Barrier Reef experience in its natural environment, such as warm, dry, or cold? What is this question asking for?",4,28,0.14285714285714285
