Original,Decoded,correct_token_length,original_token_length,match_ratio
Design an algorithm in Python to find the longest common substring in two strings.,Design an algorithm in Python to find the longest common substring in two strings.,15,15,1.0
Create a Python function to shuffle a list of numbers.,Create a Python function to sort a list of n numbers.,8,11,0.7272727272727273
What Python code can you write that takes two strings and returns whether they are anagrams?,What is an Python program that can read two strings and write a function that can sort them?,4,17,0.23529411764705882
Create a basic Python script that computes the sum of two variables and stores the result in a third variable.,Create a Python script that calculates the sum of two numbers in a set of integers and returns the sum that is greater than or equal to the given number.,2,21,0.09523809523809523
Generate a set of unique random numbers in the range 0-10 using Python.,Generate a random number in the range of 0 to 100 using Python.,5,14,0.35714285714285715
Write a function in Python to search for a given word in a large document. The function should return the line number of the document where the word is found.,Write a function in Python to find the number of words in a given word. The function should return the number of words where the word is not found.,14,32,0.4375
Design a script in Python to scrape photos and captions from a given website.,Design a script in Python to extract all URLs from a given website.,6,15,0.4
"Create a python program that prints ""Hello World!"" five times.","Create a python program that prints ""Hello World!"" five times.",14,14,1.0
Write a Python program to find the common elements between two given lists.,Write a Python program to find the common elements between two given lists.,14,14,1.0
"Generate a list of all numbers from 0 to 50 in Python, that are divisible by both 3 and 5.","Generate a list of numbers from 1 to 100, where each number is a prime number and all numbers in the list are divisible by 3.",4,22,0.18181818181818182
Create a class to create a linked list in python nodes.,Create a python class to create a list in one column.,5,12,0.4166666666666667
Design a web server in Python using the Flask framework that would serve a json object containing the current temperature for a city based on the city name given in the request.,"Using the given list, create a Python program that would return the current city name in a comma-separated list based on the population of a specific city in the city.",0,33,0.0
Improve the following Python program to reduce its time complexity.,Identify the capital city of Australia.,1,11,0.09090909090909091
"Write a Python program to format a given piece of text (input) with different options for font-style, size, and color.","Write a Python program to find the maximum number of words in a given text, but with different capitalization (e.g., capitalization, capitalization, etc.).",6,25,0.24
"Write a Python script that takes a list of integers, and returns a list of tuples that contain the index and square of each number in the original list.","Write a Python program that takes a list of integers and returns a list of the smallest and largest numbers in the list, excluding any numbers that are divisible by 3.",9,31,0.2903225806451613
"Using Python, create a function that takes two numbers as input, and generates a random number between them.","Using Python, create a function that takes two numbers as input, and creates a random number between them.",20,21,0.9523809523809523
Generate a Python program to demonstrate a sorting algorithm.,Generate a Python program to sort a sorted array.,7,10,0.7
Write a code to delete a certain element from a linked list.,Write a code to get a list from a given string.,5,13,0.38461538461538464
Create a Python program to determine the total sum of all elements of a list.,Create a Python program to calculate the sum of all elements of a list.,6,16,0.375
Write a script in Python to compete in a Kaggle competition.,Write a script in Python to search for a specific song in a song archive.,7,12,0.5833333333333334
"Given a list of integers and an integer k, can you write a Python program to find the consecutive integers whose sum is equal to the given integer k?","Given a list of integers, write a Python program to find the sum of all digits in the list, where n can be a positive integer k.",6,31,0.1935483870967742
Design a basic chatbot in Python for responding to casual inquiries.,Design a guide for beginners in using Artificial Intelligence to prevent blindness in a restaurant.,2,12,0.16666666666666666
Write a Python program to print the top 5 most frequent words in a given sentence.,Write a Python program to count the top 5 most important words in a given sentence.,15,17,0.8823529411764706
"Make a program in Python to print a staircase of height 'n', where n is an integer.","Make a program in Python to calculate the sum of a n integers, where n is an integer n.",13,20,0.65
Write python code to return the maximum number in a list.,Write a python code to return the first n even numbers in a list.,1,12,0.08333333333333333
Compose a python program to identify the characters in a given alphabet,Compose a python program to detect the errors in a given text file,9,12,0.75
Optimize a Flask application for efficient performance.,Design a test suite for a high-performance chess puzzle.,2,8,0.25
Design a Python program to take a list of integers and return the sum of the even numbers in the list.,Write a Python program to take a list of integers and return the sum of all the even numbers in the list.,14,22,0.6363636363636364
Write a Python program to print the maximum number from a given list.,Write a Python program to print the current number from a given list.,13,14,0.9285714285714286
Write a Python program to sort a list of dictionaries by a key in each dictionary.,Write a Python program to sort a list of dictionaries in descending order by each word in a dictionary.,11,17,0.6470588235294118
Create a Python program to remove all occurrences of the given element in a given array.,Create a program in Python to remove all occurrences of a given element from a given list.,2,17,0.11764705882352941
Create a Python program to optimize a given multivariate function.,Create a Python program to calculate a given decimal number using a Python function.,7,11,0.6363636363636364
Build a Python class to identify if a provided number is prime or composite.,Write a Python program to identify if a number is prime or not using only a single line of code.,6,15,0.4
Write a Python function to format a two-dimensional array as a table.,Write a function in Python to check if two variables are a pair of numbers.,2,13,0.15384615384615385
Develop a program in Python to check whether a string contains only digits.,Develop a program in Python to check whether a string contains only digits.,14,14,1.0
Implement a function to remove all the duplicates from a linked list in Python.,Implement a function in Python to remove all duplicates from a list.,4,15,0.26666666666666666
"Generate a Python program to calculate the maximum, minimum, and average values from a given sequence of numbers.","Generate a Python program to calculate the average of a given list of numbers, including their corresponding values, and calculate the average of all numbers in a given list.",7,21,0.3333333333333333
Create a Deep Learning Program in Python to Predict Stock Price.,Create a Python program to detect spam emails in spam folders.,3,12,0.25
Generate a Python program that performs an edit distance calculation using dynamic programming.,Generate a program that generates an array using Python that displays a list of prime numbers using reverse operations.,2,14,0.14285714285714285
Create an algorithm in python that calculates the sum of squares of all the numbers from 1 to N.,Create an algorithm in python that calculates the sum of all the even numbers from 1 to n.,10,20,0.5
Generate a Python program that takes a string and capitalizes the first character of each word.,Generate a Python program that takes a string and outputs the first and last character of each word.,11,17,0.6470588235294118
Construct a python program which takes in input the size of a jagged array and prints it(no values).,"Construct a python program that takes in a string and returns a new string that contains all the digits of the previous two characters in reverse order. The program should have a time complexity of O(n), where n is the length of the input string. n = ""Hello World""",7,22,0.3181818181818182
"Create a simple chatbot using Python and Dialogflow, which can answer questions about the current days of the week.","Create a Python program that can calculate the current day of the week using only the current day and night variables. Additionally, the program should also handle a time complexity of O(n), and handle any potential errors.",2,21,0.09523809523809523
Create a python program for constructing a decision tree algorithm for predicting the value of a stock.,Create a python program for calculating the average of a list of numbers n for a nested nested nested nested nested nested for a given dataset.,6,18,0.3333333333333333
Create a Python class with the given attributes and functions.,Create a Python class with the given attributes and class.,10,11,0.9090909090909091
How would you create a class in Python to store and process data in a Car object?,How would you create a class in Python to store data and create a class in a table?,10,18,0.5555555555555556
Write a Python program to print out the Fibonacci series up to n numbers where n is a user input.,Write a Python program to print out a Fibonacci sequence up to a given number. The program should also check if the input number is a prime number or not.,10,21,0.47619047619047616
"Edit the following Python program to return true if the following string contains the word ""Hello"".",Edit the following Python program to print the following string 'Hello World!' without using the following command.,6,19,0.3157894736842105
"Given a list of integers, write a Python program to find the index of the largest number.","Given a list of integers, write a Python program to find the sum of all the numbers in the list.",14,19,0.7368421052631579
"Design a python program to handle an array with the following rules: If the element is divisible by 3, the element should be replaced with ""Fizz"". If the element is divisible by 5, the element should be replaced with ""Buzz"". If the element is divisible by 3 and 5, the element should be replaced with ""FizzBuzz"".","If the following code is executed with a recursive approach, should you use the same logic as the previous one? If the input is not an integer, the output should be ""Integer: if the input is an integer, the output should be ""Integer: 0"" If the input is an integer, the output should be ""Integer: 1"" If the input is an integer, the output should be ""Integer: 2"" If the input is an integer, the output should be",1,69,0.014492753623188406
Write a Python function that takes two strings as arguments and returns the longest common sub-string between them.,Write a Python function that takes two strings as parameters and returns the longest common substring between them.,17,19,0.8947368421052632
Design a program to reverse a given string.,Design a program to reverse a given string.,9,9,1.0
Generate a python program to calculate the minimum and maximum values in an array,Generate a python program to calculate the average of an array in a list and display the results,8,14,0.5714285714285714
"Create a function in Python that takes a list of strings, converts it to camelCase, and returns a new list with the converted strings.","Create a function in Python that takes a list of strings and returns a new list with all the strings sorted in descending order, but with a maximum length of 10 characters.",11,27,0.4074074074074074
Write a Python algorithm that finds the longest contiguous sequence of increasing numbers within an array.,Write a Python program that finds the maximum value within an array of integers within a given range.,6,17,0.35294117647058826
Generate a Python function to parse a JSON data structure.,Generate a Python function to parse a JSON data.,9,11,0.8181818181818182
Suggest an improvement for the following python code for finding the sum of elements of a list,Suggest an appropriate title for the following list of neologisms and provide an example of a group of people who have adapted for the role of a developer.,4,17,0.23529411764705882
Generate a Python class to represent a 3-dimensional vector.,Generate a class in Python to represent a gradient class.,2,10,0.2
Work out a solution to the Towers of Hanoi game using Python.,Play the game of chess using a game console or using the gamepad app.,1,13,0.07692307692307693
Develop an algorithm using Python to calculate the Euclidean distance between 2 points.,Develop an algorithm to calculate the distance between two points using the quadratic formula. (hint: use a linear regression model),3,14,0.21428571428571427
Create a Python script to print the absolute difference between two given numbers.,Create a Python script to print the largest number between two given numbers.,12,14,0.8571428571428571
Create a recommendation system in Python using Pandas to recommend new products to customers based on past purchases.,Create a new method in Python to validate a user's password using their own signature.,4,19,0.21052631578947367
Generate a Python program to filter out a list of numbers and keep only those that are prime,Generate a Python program that takes a list of numbers and returns a new list containing only prime numbers that are divisible by both 7 and 10.,5,18,0.2777777777777778
"Write a Python program to store a list of books in a dictionary. Each book should include title, author, and number of pages.","Write a Python program to read a list of books and write a program to sort them in descending order. The program should also include a list of titles, titles, and book titles.",9,27,0.3333333333333333
"Assume that you have a web application which stores data in three different databases: MySQL, MongoDB, and PostgreSQL. Write a python program using the libraries for all three databases to query and display the data on the web page.","Write a PHP program to retrieve the data from a database table, but you are not allowed to use the built-in'stack' function or any other data structures. Additionally, you should implement the'stack' function in a different way and use the'stack' data structure to retrieve the data.",0,44,0.0
Create a class in Python to represent a complex number.,Create a function in Python to display a number in a given range.,6,11,0.5454545454545454
Create an Python program that takes a list of integers and returns the sublist consisting of the prime numbers from the list.,Create a Python program that takes a list of integers and returns the sum of all the even numbers in the list. The program should also remove any duplicates from the list and return a new list containing only the odd numbers.,17,23,0.7391304347826086
Write a Python program to find the most efficient path for a robot to take from its current location to the destination,Write a Python program to find the longest path from a given location to the nearest star and find the path to its destination based on its location.,8,22,0.36363636363636365
Edit this python code to be more efficient.,Edit this code so that it is python based.,2,9,0.2222222222222222
Debug the following Python code,Define the following Python code,4,5,0.8
Debug the following Python program which raises a SyntaxError.,Write a Python program that reverses the following string. stdio,1,10,0.1
"Set up GPIO pins, import necessary modules, define operating modes, prompt for password and mode selection, check license validity and user registration, calculate BAC, open solenoid to dispense beer if valid license and BAC below threshold, record swipe data in appropriate file.","Using a recursive function, write a code to calculate the average temperature of a room. Additionally, calculate the average temperature of a room by adjusting the recursive function to minimize noise, noise, and vibrations. Additionally, implement a recursive function to calculate the average temperature of rooms, such as windows, doors, windows, and doors.",1,50,0.02
"Using Python, create a program to print a random element from a list.","Using Python, create a program to create a list from a list.",8,15,0.5333333333333333
Develop an interactive text-based RPG game in Python that gives the player options to move around in an environment and battle monsters.,Develop an algorithm in Python that allows players to play the game in real-time and earn points in the end.,3,23,0.13043478260869565
Create a Text-to-Speech Python application to read out a simple sentence.,"Create a simple Python program to read a sentence. ""Another day...""",5,12,0.4166666666666667
Create an application with a Python backend and a React frontend that allows a user to create a list of tasks.,Create a Python task to create a list of tasks from a user's perspective and then create a list with a goal to achieve it.,1,22,0.045454545454545456
"Write a Python program to combine two dictionaries of similar structure together, such that the entries in the two dictionaries are merged into a single dictionary.","Write a Python program to split a sorted list into two sorted lists, ensuring that the two lists are sorted in descending order, ensuring that the sorted list is sorted in descending order. The program should also handle cases where the two lists are sorted in descending order.",5,28,0.17857142857142858
Generate a Python program to read a list of integers and print its elements in reversed order.,Generate a program in Python to read a list of integers and reverse its order.,2,18,0.1111111111111111
"Given a binary tree, write a Python program to determine the sum of all elements in the tree.","Given a list of strings, write a Python program to print the sum of all the strings in the list.",2,20,0.1
Create an API using flask and python which takes a list or array of integers and returns their minimum and maximum values.,Create a function that takes an array of integers and returns true if all elements in the array are nested or false otherwise.,1,23,0.043478260869565216
Design a python class to represent a 3-dimensional vector with methods to support vector addition and subtraction.,Design a python function to classify a circle with a radius of 5cm and add it to a list.,5,18,0.2777777777777778
"Write a string slicing function in Python that takes a string and start and end index, and return the slice.","Write a function in Python that takes a string and returns a new string, excluding the vowels and consonants.",2,22,0.09090909090909091
Write a python program to tokenize a given text,Write a python program to extract all occurrences of a given text,5,9,0.5555555555555556
Generate a Python code for an algorithm to find the shortest path between two points in a matrix,Generate a Python code snippet to find the largest difference between two numbers in an array based on the nth number,4,18,0.2222222222222222
Create a basic Python algorithm that searches a given sorted array for a value using binary search.,Create a Python algorithm that finds a specific value for a given binary search algorithm using a given sorted array.,2,18,0.1111111111111111
Write a Python program that takes the following dictionary as an argument and returns the count of each item,"Write a Python program that takes a list of numbers and returns the average of each number, but each number should be an integer and the average of each number should be a decimal.",6,19,0.3157894736842105
Generate a Python class to read in a textfile and count the frequency of each word.,Generate a text file in Python to read a text file and then write a function to count the number of words in each line.,2,17,0.11764705882352941
Is it possible to create a Python program that converts a given string to a different case?,Is it possible to create a Python program that converts a given string to a list of different integers?,15,18,0.8333333333333334
Create a translation field for storing a string in multiple languages in a Django model. Use the TransCharField or TransTextField subclass of TransField depending on the widget needed. Use the TransDbValue class to store the translations in a dictionary format and implement the get_in_language and set_in_language methods to access the translations. Use the TransFormField class for form validation in admin and when using ModelForm.,"Create a class in Python to store the following data in a single column. The data should be stored in a nested array with the values of the values in the nested column and the values in the nested column. Additionally, the class should not use any built-in functions or libraries for storing and retrieving data. /var/logs>",4,68,0.058823529411764705
Create a python script that displays the information of three different cities.,Create a python script that calculates the average of three different data points.,9,13,0.6923076923076923
Write a Python program to remove duplicate characters of a given string.,Write a Python program to remove all duplicate elements of a given string.,6,13,0.46153846153846156
Produce a Python program that takes a list of numbers as an input and prints the result of finding the sum of the list.,Produce a Python program that takes a list of numbers and returns the sum of all the elements of the list.,11,25,0.44
Create a function in Python to calculate the distance between two points.,Create a function in Python to calculate the difference between two numbers.,11,13,0.8461538461538461
Create an AI program that recognizes handwritten letters and digits using Python.,Create a Python program that generates and prints all prime numbers between 1 and 1000 using recursion.,3,13,0.23076923076923078
"Given a list of numbers, write a Python function to find out if any two numbers add up to a given number.","Given a list of numbers, write a Python program to find out if a given number belongs to a given number or not.",13,24,0.5416666666666666
Write a Python program to generate a random number between the given input numbers.,Write a Python program to generate a random number between the given numbers.,12,15,0.8
Create a python program to include a web-page rendering feature.,Create a python program to remove all duplicates from a list.,5,11,0.45454545454545453
Create a Python dictionary from two given lists.,Create a dictionary from two given Python objects.,3,9,0.3333333333333333
Construct a code snippet for Python to check whether a number is even or odd.,Construct a python function to check whether a number is even or odd.,2,16,0.125
Develop a reinforcement learning environment that plays tic-tac-toe in Python,Develop a Python script that takes in a non-English-language text,2,10,0.2
Create a Python program to convert a list of strings to a dictionary. The dictionary keys should be the characters of the strings and the values should be the lengths of the strings.,Create a Python program to take a list of strings and convert the strings to the corresponding strings. The program should also handle the case of strings that are not strings.,9,35,0.2571428571428571
Develop a Python script to sort a given list of names alphabetically.,Develop a Python script to sort a given list of names alphabetically.,13,13,1.0
Create a Python script to connect to a domain and fetch the contents of its homepage,Create a Python script to calculate the area of a circle with a radius of 10 and its length to be a rectangle,5,16,0.3125
What function will you use to count the number of words in a string?,What functions will you use to check if a number in the string is prime or not?,5,15,0.3333333333333333
Create a Python program that shuffles an array of integers.,Create a Python program that sorts an array of integers based on a nested list.,9,11,0.8181818181818182
Write a Python program that calculates the greatest common divisor of two numbers and displays the result.,Write a Python program that calculates the average of two numbers and calculates the sum of all the even numbers.,7,18,0.3888888888888889
Develop a python program to convert a given temperature value from Fahrenheit to Celsius.,Develop a C program to convert a given decimal number to its equivalent in python.,7,15,0.4666666666666667
"Write a Python program to generate a random password for a user with length of 8 characters, containing at least one uppercase letter, one lowercase letter, one digit, and one special character.","Write a Python program to generate a random password of length n, including at least one uppercase letter, one lowercase letter, one number, and a special character.",9,37,0.24324324324324326
Implement a logistic regression classifier in python to classify handwritten digits from the MNIST dataset.,"Implement a classifier to classify the syllogisms of a class in a class. Students who learn to solve problems with their vocabulary, vocabulary, and vocabulary",2,16,0.125
Develop a design algorithm in Python that randomly generates a unique snowflake pattern.,Develop a Python design that incorporates a unique design element in a simple and user-friendly design.,2,14,0.14285714285714285
"Use Python to build a random number generator in the range [0, 10).","Use the list comprehension to count the number of people in the room. [0, 1, 2, 3]",1,17,0.058823529411764705
"Create a Python class called Employee that represents an employee in an organization. The Employee class should have instance attributes for the employee’s name, job title, and job number.","Create an object in Python that will take a student's name, job title, and department. The student should have a class name, an employee name, and an department name. The student should also include the department name, department name, and department name in the class.",3,35,0.08571428571428572
Develop a system that finds similarities between given strings.,Develop a program that sorts a given array of strings alphabetically.,3,10,0.3
Write a python program that selects five random elements from a list and prints them.,Write a python program that takes a list of n numbers and returns a list containing all possible combinations of n numbers.,5,16,0.3125
Devolop a Python code to remove the duplicates from a given list and sort them in ascending order.,Reverse a given list of strings in Python and remove all duplicates from the list. You may add a comma and a space in your code to retrieve the original string.,1,19,0.05263157894736842
Create a function in Python that takes two numbers as input and returns a dictionary with all the prime numbers between them.,Create a function in Python that takes two numbers as input and returns a list of the differences between them. You are not allowed to use the two numbers as arguments.,14,23,0.6086956521739131
Develop a Python script to print the first 10 cubes of natural numbers.,Develop a Python script to print the first 10 natural numbers of a user.,9,14,0.6428571428571429
Create a python function that takes in two strings and output their combined length.,Create a function in python that takes two strings and returns their lengths.,6,15,0.4
Develop a function in Python to randomly select one element from a given array.,Develop a function in Python to generate a list of all prime numbers from a given list.,6,15,0.4
Develop a Python script to train a multi-layer perceptron to identify MNIST handwritten digits.,"Develop a Python script to detect if a user clicks on a link to a website. ""www.example.com"">How to learn a new language/title>",5,15,0.3333333333333333
Sort a list of dictionaries in Python by a given key.,Sort a given list of numbers in descending order by a given key.,2,12,0.16666666666666666
Create a Python script to scrape tweets with a particular hashtag from Twitter.,Create a script in Python to generate a tweet with a specific hashtag.,3,14,0.21428571428571427
Design an algorithm in Python to find the number of occurrences of a given string in another string.,Design an algorithm in Python to find the number of occurrences of a given number in a list of integers.,15,19,0.7894736842105263
Generate Python code to print the sum of two user-defined variables.,Generate Python code to solve the given problem. Generate two numbers from 1 to 100.,5,12,0.4166666666666667
Create a Python program to calculate the 10th Fibonacci number. The program should use a recursive approach to calculate the Fibonacci number.,Create a Python program to calculate the Fibonacci sequence up to a given number. The program should use a for loop to print the Fibonacci number up to a given number.,7,24,0.2916666666666667
Create a web application using Django and Python. This application should allow users to register and login to view a list of quotes.,Create a Python program to remove duplicates from a list of files and display them. The program should also handle a variety of file types including favorites and favorites.,2,25,0.08
Create a program in Python 3 to simulate the rolling of two dice.,Create a program in Python to print the product of 3 and 5.,6,14,0.42857142857142855
Create a Python script to format the following string with proper new lines and indentation.,Create a new string with the following characters and add a new string to the end with additional string characters.,3,16,0.1875
Implement a Python function to generate the Fibonacci sequence of a given length.,Implement a function to calculate the length of a given string using a Python function.,2,14,0.14285714285714285
Create a python program to calculate the sum of odd numbers within a given range.,Create a python program to calculate the sum of all even numbers within a given range.,9,16,0.5625
Optimize a function written in Python that calculates the mean of a given sequence of numbers,Write a function in Python that calculates the sum of all even numbers in a given list of integers,2,16,0.125
Write a Python program to create a dictionary mapping letters to numbers and numbers to letters.,Write a Python program to create a dictionary to all numbers from 1 to 100 and reverse them.,8,17,0.47058823529411764
Develop a script in Python to find the longest common subsequence of two given strings.,Develop a script in Python to find the longest common subsequence of two given strings.,16,16,1.0
Create a function in Python that takes the input of two sorted lists and outputs a merged list of sorted elements.,Create a function in Python that takes two lists of dictionaries and outputs a list containing the dictionaries sorted in descending order. The function should also output the sorted list of dictionaries and output a list of all the sorted dictionaries that are sorted in descending order.,8,22,0.36363636363636365
Find the 5 most frequent words in the given text.,Find the most relevant text in each of the 5 given text.,2,11,0.18181818181818182
Design a python program that calculates a person's BMI (body mass index).,Design a python program that calculates the nth person's nth person's nth person's nth person's nth person's nth person's nth person's nth person's nth person's nth person's nth person's nth person's nth person's nth person's nth person's nth person's nth person's nth person's nth person's,6,16,0.375
Generate Python code to print the smallest number in a given list of numbers.,Generate a code to print the smallest number in a given list of numbers.,14,15,0.9333333333333333
Write a Python program to quickly search for a substring in a larger string.,Write a Python program to swap a string in a specific format for a single string.,5,15,0.3333333333333333
Develop a Python program to fetch the website users of an online store.,Develop a Python program to load an online store from the website.,5,14,0.35714285714285715
Write a python program that will generate a password containing numbers and letters from an entered string.,Write a python program that will take a string containing digits from a string and reverse it. it will also print an error message if it does not print out all numbers from a string.,9,18,0.5
Generate a Python program to delete an item from a given list.,Generate a Python program to remove all duplicates from a given list.,10,13,0.7692307692307693
Write a Python code snippet that takes a list of numbers as argument and prints the average.,Write a Python code snippet that takes a list of numbers and returns a new list containing only the even numbers.,11,18,0.6111111111111112
Write a Python program to check whether a number is in a given range,Write a program in Python to check whether a given number is a number in a series,2,14,0.14285714285714285
Design and implement a function in Python that takes a list of numbers as input and checks if any of the numbers are prime.,Create a function in Python that takes a list of numbers and returns a new list containing only the prime numbers and their corresponding numbers. The function should also handle cases where the input list is empty and contains a number.,0,25,0.0
"Create an algorithm in Python to sort an array of 1000 randomly generated numbers between 0 and 10,000 using the quicksort algorithm.","Task: Create a program that takes an array of integers and returns the largest element. [1, 2, 3, 4]",3,23,0.13043478260869565
Write a script in Python to detect the sentiment of a given text.,Write a script in Python to reverse the order of a given text.,12,14,0.8571428571428571
Write a Python program to check if a given number is divisible by 3 and 5 or not.,Write a Python program to check if a given number is divisible by 3 and 5 and is a prime number.,16,19,0.8421052631578947
Design a Python program to stop a loop after some specific iterations,Design a Python program to sort a list of a given list by a specific time complexity,6,12,0.5
Create a REST API in Python Flask for the following model.,Create a for loop in Python for the following function. def stdia,4,12,0.3333333333333333
Create a neural network with two hidden layers in Python.,Create a neural network in Python with two parameters.,4,11,0.36363636363636365
Create a Python program that takes a positive integer as an input and prints all its prime factors.,Create a Python program that takes an integer as input and returns its square root.,6,19,0.3157894736842105
Write an algorithm to implement a trie data structure in Python.,Write an algorithm in Python to sort a data set in ascending order.,3,12,0.25
Create a test suite in Python to verify the correctness of a function that takes two numbers as inputs and returns their sum.,Create a function in Python that takes two numbers as input and returns a new number whose sum is equal to the original number. The function should also handle cases where a number is divisible by both 3 and 5.,2,24,0.08333333333333333
Write a Python program to sort a list of tuples by their second element.,Write a Python program to sort a list of numbers by a given number.,11,15,0.7333333333333333
"Create a Python module for a contact book application. This module should include classes for User (with fields for name, age, address, and email) and Contact (with fields for name, age, phone number).","Create a class for a book name (for example, for a book name, for example, for a book name, for example, for a book name, for example, for book name, for example, for book name, for example, for book name, for example). The name should be unique and unique.",4,44,0.09090909090909091
Generate Python classes from the given JSON.,Generate the given Python code from JSON.,3,8,0.375
Given two strings S and T. Generate a Python program to count the number of distinct substrings of T in S.,Generate a SVG file in Python to display the length of two strings. The length of the strings should be in uppercase and have at least two substrings.,0,22,0.0
Develop a Python script that can query a SQL database and return the total number of entries in all the tables,Develop a Python program that can calculate the total number of elements in a list and display the result in a table format,5,21,0.23809523809523808
Write a Python program to filter out strings from a list of strings containing specific characters.,Write a Python program to print out a list of strings containing a specific type of string.,6,17,0.35294117647058826
Create a function in Python to calculate the sum of the cubes of the first n positive integers.,Create a function in Python to calculate the sum of the first n positive integers of the integers.,13,19,0.6842105263157895
Write a Python function that takes a string as input and checks if it is a palindrome or not.,Write a function in Python that takes a string as input and returns a new string containing all letters that are a palindrome or not.,2,20,0.1
Create a Python script that pulls data from an API and stores it in a database.,Create a Python script that takes in a data structure and returns an array of data in it.,6,17,0.35294117647058826
Generate a Python program to iterate over a list of numbers and print out only the even numbers.,Generate a Python program to print out the sum of all even numbers from a to n.,6,19,0.3157894736842105
Modify the following Python code to use a loop instead of recursion.,Create a Python class to use the following method to classify a nested list of numbers.,0,13,0.0
Write a Python function to transpose a given matrix of size (m x n).,"Write a function in Python to perform a given function (x, y): x = x + y",2,17,0.11764705882352941
Generate a python program that multiplies two matrices.,Generate a python program that checks if two digits are a palindrome.,5,9,0.5555555555555556
Create a basic calculator in Python,Create a function in Python,2,6,0.3333333333333333
Design a solution in Python for determining the frequency of characters in a given string.,Design a function in Python for finding the length of a given string in a string.,7,16,0.4375
Write a Python program to create a class for managing a linked list.,Write a Python program to create a list for a given list.,8,14,0.5714285714285714
Write a Python function to remove all consecutive duplicates of a given number.,Write a Python function to remove all duplicates from a given list of integers.,7,14,0.5
"Create a command-line tool in Python with a single argument --number. The tool should prompt for a number, then calculate and print the factorial of the number.","Create a Python script for calculating the factorial of a number, but you are not allowed to use the built-in factorial function. Additionally, the script should handle cases where the factorial is a prime number and return the result in a list formatted as a single line.",2,31,0.06451612903225806
Implement the PageRank algorithm in Python.,Write an algorithm for finding the largest number in the list.,0,7,0.0
Generate a Python function to calculate the area of a triangle given the three sides.,Generate a function in Python to calculate the area of a triangle given the three sides.,2,16,0.125
Code a python function to combine two lists into a single list of tuples.,"Using a python function to separate two lists into a single list, reorder them into a new list. a b c d e f g h i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i two i i i i i i i",10,15,0.6666666666666666
Generate an AI algorithm in Python to predict tomorrow's Bitcoin price given a dataset of today's prices.,"Generate an algorithm in Python to predict the stock price of a given company's stock price in the given market. Stock price: ""Apple Inc.'s stock price jumped by 5% today due to strong economic data.""",3,20,0.15
Code a Python program that takes two integers and checks if they are co-prime numbers.,"Using Python, write a program that checks if two integers are a pair of consecutive numbers.",0,16,0.0
Compose a Python class that creates a list of unique elements in the input.,Compose a Python class that creates a list of unique elements in the input.,15,15,1.0
Develop a code to sort the following Python dictionary by its values from low to high.,Develop a Python program to extract the highest value from a given list. This list contains data from thousands of users,2,17,0.11764705882352941
Construct a machine learning model in Python for predicting the prices of apartments in your city.,Construct a model in Python for predicting the population of cities in your city.,2,17,0.11764705882352941
Generate a code to print the stack trace in Python when an exception occurs.,Write a code to print an element in Python with a special character. Use the built-in function to print the element.,4,15,0.26666666666666666
Create a Python program to read a list of strings and display the same strings in a reverse order.,Create a Python program to sort a list of numbers in descending order and display the result.,8,20,0.4
Devise an algorithm in Python to determine if a given number is even or odd.,"Write a Python function to determine if a given number is an even or odd number in a given range. However, the function should only consider even numbers in a given range.",3,16,0.1875
Create a machine learning model to classify text documents into two different categories.,Create a machine learning model to classify different text files into two different categories.,7,14,0.5
Train a model to classify spam emails using Python.,Give a Python class to classify objects using a gradient class.,2,10,0.2
Design a web application in Django that fetches tweets with the #python hashtag.,Create a python function that removes the duplicates in a string.,1,15,0.06666666666666667
Design an object-oriented program in Python for playing a game of tic-tac-toe.,Design a program in Python for playing a game of 'tetris' with an odd-numbered set.,1,13,0.07692307692307693
Implement an algorithm in Python to reverse a given string.,Implement a program in Python to reverse an given string.,8,11,0.7272727272727273
Compare two strings using Python and output the similarity score between them.,Compare the two Python programs and output their differences using a separate output.,3,13,0.23076923076923078
"Write a function in Python to create a dictionary from two lists, one of keys and the other one of values.","Write a function in Python to create a dictionary of two elements, one of which has a value of 1 and another of two. Additionally, the function should also handle cases of duplicate elements in the dictionary.",13,23,0.5652173913043478
Creat a Python program to find the sum of the digits of an arbitrary number.,Write a Python program to find the sum of the digits of a number n.,12,16,0.75
Write a Python function that takes a list of integers as an argument and returns a list of the squares of all the elements in the input list.,Write a Python function that takes a list of integers and returns a list of all the elements in the list. The function should have a function that takes a list of integers as an argument and returns the sum of all the elements in the list.,10,29,0.3448275862068966
Write a Python script to parse a JSON string and convert it into a dictionary.,Write a Python script to convert a string to a comma-separated string and vice versa.,7,16,0.4375
Come up with a solution to parse an HTML document using Python.,Make up an algorithm to solve a problem using Python's built-in sorting algorithm.,1,13,0.07692307692307693
Write an API endpoint in Python which takes a JSON object as an input and returns a modified version of the same object.,Write a function in Python to take an array of strings and return a new array with all the strings in a different order.,1,24,0.041666666666666664
Write a python program that sorts the list using insertion sort algorithm.,Write a python program that sorts a list of integers using a recursive algorithm.,7,13,0.5384615384615384
Create an algorithm in Python to separate numbers below 10 and above 5.,Create an algorithm to calculate the average of two numbers.,3,14,0.21428571428571427
Write a Python function to check if a given list contains any duplicate elements.,Write a Python function to check if a given list contains any numbers.,12,15,0.8
